CF;MES;CDA
642;2;Ventanilla
529;2;Ventanilla
664;2;Ventanilla
545;2;Ventanilla
681;2;Ventanilla
584;2;Ventanilla
597;2;Ventanilla
632;2;Ventanilla
542;2;Ventanilla
509;2;Ventanilla
728;2;Ventanilla
598;2;Ventanilla
495;2;Ventanilla
614;2;Ventanilla
614;2;Ventanilla
712;2;Ventanilla
623;2;Ventanilla
642;2;Ventanilla
651;2;Ventanilla
607;2;Ventanilla
679;2;Ventanilla
606;2;Ventanilla
589;2;Ventanilla
673;2;Ventanilla
627;2;Ventanilla
634;2;Ventanilla
659;2;Ventanilla
592;2;Ventanilla
517;2;Ventanilla
506;2;Ventanilla
675;2;Ventanilla
602;2;Ventanilla
550;2;Ventanilla
591;2;Ventanilla
695;2;Ventanilla
617;2;Ventanilla
725;2;Ventanilla
630;2;Ventanilla
679;2;Ventanilla
606;2;Ventanilla
521;2;Ventanilla
592;2;Ventanilla
749;2;Ventanilla
654;2;Ventanilla
585;2;Ventanilla
493;2;Ventanilla
525;2;Ventanilla
615;2;Ventanilla
627;2;Ventanilla
652;2;Ventanilla
665;2;Ventanilla
606;2;Ventanilla
14;2;Ventanilla
623;2;Ventanilla
617;2;Ventanilla
562;2;Ventanilla
587;2;Ventanilla
574;2;Ventanilla
606;2;Ventanilla
613;2;Ventanilla
656;2;Ventanilla
610;2;Ventanilla
415;2;Ventanilla
805;2;Ventanilla
437;2;Ventanilla
309;2;Ventanilla
520;2;Ventanilla
574;2;Ventanilla
573;2;Ventanilla
581;2;Ventanilla
620;2;Ventanilla
553;2;Ventanilla
642;2;Ventanilla
609;2;Ventanilla
645;2;Ventanilla
720;2;Ventanilla
711;2;Ventanilla
503;2;Ventanilla
645;2;Ventanilla
582;2;Ventanilla
401;2;Ventanilla
552;2;Ventanilla
900;2;Ventanilla
478;2;Ventanilla
575;2;Ventanilla
627;2;Ventanilla
590;2;Ventanilla
685;2;Ventanilla
711;2;Ventanilla
644;2;Ventanilla
608;2;Ventanilla
559;2;Ventanilla
583;2;Ventanilla
528;2;Ventanilla
601;2;Ventanilla
599;2;Ventanilla
591;2;Ventanilla
551;2;Ventanilla
650;2;Ventanilla
490;2;Ventanilla
600;2;Ventanilla
469;2;Ventanilla
552;2;Ventanilla
568;2;Ventanilla
567;2;Ventanilla
503;2;Ventanilla
635;2;Ventanilla
645;2;Ventanilla
656;2;Ventanilla
585;2;Ventanilla
585;2;Ventanilla
581;2;Ventanilla
525;2;Ventanilla
595;2;Ventanilla
583;2;Ventanilla
442;2;Ventanilla
620;2;Ventanilla
527;2;Ventanilla
572;2;Ventanilla
727;2;Ventanilla
472;2;Ventanilla
624;2;Ventanilla
510;2;Ventanilla
642;2;Ventanilla
609;2;Ventanilla
491;2;Ventanilla
629;2;Ventanilla
618;2;Ventanilla
598;2;Ventanilla
482;2;Ventanilla
644;2;Ventanilla
519;2;Ventanilla
610;2;Ventanilla
613;2;Ventanilla
583;2;Ventanilla
613;2;Ventanilla
485;2;Ventanilla
412;2;Ventanilla
679;2;Ventanilla
574;2;Ventanilla
645;2;Ventanilla
610;2;Ventanilla
487;2;Ventanilla
621;2;Ventanilla
663;2;Ventanilla
612;2;Ventanilla
623;2;Ventanilla
655;2;Ventanilla
575;2;Ventanilla
567;2;Ventanilla
563;2;Ventanilla
584;2;Ventanilla
577;2;Ventanilla
690;2;Ventanilla
733;2;Ventanilla
717;2;Ventanilla
683;2;Ventanilla
613;2;Ventanilla
679;2;Ventanilla
640;2;Ventanilla
603;2;Ventanilla
645;2;Ventanilla
682;2;Ventanilla
601;2;Ventanilla
613;2;Ventanilla
681;2;Ventanilla
596;2;Ventanilla
605;2;Ventanilla
504;2;Ventanilla
634;2;Ventanilla
870;2;Ventanilla
561;2;Ventanilla
643;2;Ventanilla
647;2;Ventanilla
601;2;Ventanilla
663;2;Ventanilla
628;2;Ventanilla
598;2;Ventanilla
571;2;Ventanilla
494;2;Ventanilla
553;2;Ventanilla
748;2;Ventanilla
513;2;Ventanilla
565;2;Ventanilla
498;2;Ventanilla
623;2;Ventanilla
546;2;Ventanilla
630;2;Ventanilla
519;2;Ventanilla
616;2;Ventanilla
569;2;Ventanilla
517;2;Ventanilla
670;2;Ventanilla
651;2;Ventanilla
567;2;Ventanilla
450;2;Ventanilla
610;2;Ventanilla
582;2;Ventanilla
669;2;Ventanilla
706;2;Ventanilla
569;2;Ventanilla
470;2;Ventanilla
920;2;Ventanilla
594;2;Ventanilla
536;2;Ventanilla
795;2;Ventanilla
682;2;Ventanilla
484;2;Ventanilla
701;2;Ventanilla
602;2;Ventanilla
729;2;Ventanilla
486;2;Ventanilla
740;2;Ventanilla
647;2;Ventanilla
652;2;Ventanilla
649;2;Ventanilla
665;2;Ventanilla
527;2;Ventanilla
703;2;Ventanilla
560;2;Ventanilla
567;2;Ventanilla
733;2;Ventanilla
663;2;Ventanilla
475;2;Ventanilla
549;2;Ventanilla
683;2;Ventanilla
657;2;Ventanilla
700;2;Ventanilla
644;2;Ventanilla
568;2;Ventanilla
705;2;Ventanilla
735;2;Ventanilla
658;2;Ventanilla
556;2;Ventanilla
673;2;Ventanilla
643;2;Ventanilla
682;2;Ventanilla
601;2;Ventanilla
646;2;Ventanilla
523;2;Ventanilla
603;2;Ventanilla
666;2;Ventanilla
695;2;Ventanilla
684;2;Ventanilla
792;2;Ventanilla
737;2;Ventanilla
720;2;Ventanilla
579;2;Ventanilla
539;2;Ventanilla
587;2;Ventanilla
626;2;Ventanilla
582;2;Ventanilla
506;2;Ventanilla
512;2;Ventanilla
826;2;Ventanilla
637;2;Ventanilla
755;2;Ventanilla
691;2;Ventanilla
676;2;Ventanilla
682;2;Ventanilla
665;2;Ventanilla
832;2;Ventanilla
669;2;Ventanilla
667;2;Ventanilla
447;2;Ventanilla
623;2;Ventanilla
564;2;Ventanilla
522;2;Ventanilla
639;2;Ventanilla
667;2;Ventanilla
607;2;Ventanilla
510;2;Ventanilla
538;2;Ventanilla
820;2;Ventanilla
713;2;Ventanilla
387;2;Ventanilla
637;2;Ventanilla
668;2;Ventanilla
618;2;Ventanilla
610;2;Ventanilla
619;2;Ventanilla
663;2;Ventanilla
636;2;Ventanilla
851;2;Ventanilla
575;2;Ventanilla
545;2;Ventanilla
438;2;Ventanilla
532;2;Ventanilla
562;2;Ventanilla
499;2;Ventanilla
2062;2;Ventanilla
617;2;Ventanilla
607;2;Ventanilla
588;2;Ventanilla
666;2;Ventanilla
648;2;Ventanilla
12.91666667;2;Ventanilla
6.166666667;2;Ventanilla
628;2;Ventanilla
592;2;Ventanilla
574;2;Ventanilla
656;2;Ventanilla
713;2;Ventanilla
667;2;Ventanilla
572;2;Ventanilla
564;2;Ventanilla
602;2;Ventanilla
839;2;Ventanilla
545;2;Ventanilla
470;2;Ventanilla
416;2;Ventanilla
692;2;Ventanilla
578;2;Ventanilla
564;2;Ventanilla
556;2;Ventanilla
599;2;Ventanilla
607;2;Ventanilla
625;2;Ventanilla
583;2;Ventanilla
699;2;Ventanilla
574;2;Ventanilla
671;2;Ventanilla
499;2;Ventanilla
640;2;Ventanilla
630;2;Ventanilla
585;2;Ventanilla
810;2;Ventanilla
404;2;Ventanilla
529;2;Ventanilla
545;2;Ventanilla
585;2;Ventanilla
629;2;Ventanilla
628;2;Ventanilla
616;2;Ventanilla
606;2;Ventanilla
641;2;Ventanilla
513;2;Ventanilla
621;2;Ventanilla
641;2;Ventanilla
468;2;Ventanilla
604;2;Ventanilla
665;2;Ventanilla
627;2;Ventanilla
601;2;Ventanilla
549;2;Ventanilla
466;2;Ventanilla
695;2;Ventanilla
581;2;Ventanilla
588;2;Ventanilla
634;2;Ventanilla
644;2;Ventanilla
611;2;Ventanilla
651;2;Ventanilla
665;2;Ventanilla
574;2;Ventanilla
557;2;Ventanilla
765;2;Ventanilla
542;2;Ventanilla
536;2;Ventanilla
640;2;Ventanilla
615;2;Ventanilla
670;2;Ventanilla
618;2;Ventanilla
604;2;Ventanilla
673;2;Ventanilla
609;3;Ventanilla
728;3;Ventanilla
600;3;Ventanilla
494;3;Ventanilla
489;3;Ventanilla
586;3;Ventanilla
548;3;Ventanilla
547;3;Ventanilla
454;3;Ventanilla
490;3;Ventanilla
513;3;Ventanilla
516;3;Ventanilla
607;3;Ventanilla
578;3;Ventanilla
555;3;Ventanilla
612;3;Ventanilla
600;3;Ventanilla
567;3;Ventanilla
597;3;Ventanilla
419;3;Ventanilla
557;3;Ventanilla
462;3;Ventanilla
576;3;Ventanilla
529;3;Ventanilla
627;3;Ventanilla
640;3;Ventanilla
518;3;Ventanilla
640;3;Ventanilla
592;3;Ventanilla
527;3;Ventanilla
482;3;Ventanilla
521;3;Ventanilla
535;3;Ventanilla
551;3;Ventanilla
606;3;Ventanilla
498;3;Ventanilla
454;3;Ventanilla
417;3;Ventanilla
671;3;Ventanilla
479;3;Ventanilla
598;3;Ventanilla
535;3;Ventanilla
591;3;Ventanilla
592;3;Ventanilla
620;3;Ventanilla
571;3;Ventanilla
599;3;Ventanilla
569;3;Ventanilla
536;3;Ventanilla
442;3;Ventanilla
613;3;Ventanilla
638;3;Ventanilla
645;3;Ventanilla
558;3;Ventanilla
570;3;Ventanilla
591;3;Ventanilla
536;3;Ventanilla
622;3;Ventanilla
631;3;Ventanilla
624;3;Ventanilla
634;3;Ventanilla
620;3;Ventanilla
673;3;Ventanilla
517;3;Ventanilla
633;3;Ventanilla
571;3;Ventanilla
590;3;Ventanilla
615;3;Ventanilla
526;3;Ventanilla
400;3;Ventanilla
534;3;Ventanilla
1045;3;Ventanilla
364;3;Ventanilla
559;3;Ventanilla
542;3;Ventanilla
597;3;Ventanilla
614;3;Ventanilla
615;3;Ventanilla
706;3;Ventanilla
676;3;Ventanilla
624;3;Ventanilla
545;3;Ventanilla
550;3;Ventanilla
654;3;Ventanilla
608;3;Ventanilla
622;3;Ventanilla
539;3;Ventanilla
619;3;Ventanilla
658;3;Ventanilla
638;3;Ventanilla
621;3;Ventanilla
522;3;Ventanilla
610;3;Ventanilla
572;3;Ventanilla
513;3;Ventanilla
542;3;Ventanilla
561;3;Ventanilla
565;3;Ventanilla
587;3;Ventanilla
587;3;Ventanilla
541;3;Ventanilla
445;3;Ventanilla
555;3;Ventanilla
450;3;Ventanilla
559;3;Ventanilla
553;3;Ventanilla
568;3;Ventanilla
623;3;Ventanilla
512;3;Ventanilla
554;3;Ventanilla
578;3;Ventanilla
574;3;Ventanilla
672;3;Ventanilla
624;3;Ventanilla
533;3;Ventanilla
468;3;Ventanilla
534;3;Ventanilla
440;3;Ventanilla
341;3;Ventanilla
362;3;Ventanilla
532;3;Ventanilla
560;3;Ventanilla
641;3;Ventanilla
642;3;Ventanilla
637;3;Ventanilla
653;3;Ventanilla
626;3;Ventanilla
597;3;Ventanilla
628;3;Ventanilla
606;3;Ventanilla
575;3;Ventanilla
594;3;Ventanilla
756;3;Ventanilla
485;3;Ventanilla
495;3;Ventanilla
921;3;Ventanilla
572;3;Ventanilla
514;3;Ventanilla
584;3;Ventanilla
587;3;Ventanilla
603;3;Ventanilla
652;3;Ventanilla
609;3;Ventanilla
630;3;Ventanilla
581;3;Ventanilla
661;3;Ventanilla
549;3;Ventanilla
655;3;Ventanilla
494;3;Ventanilla
583;3;Ventanilla
719;3;Ventanilla
650;3;Ventanilla
640;3;Ventanilla
572;3;Ventanilla
489;3;Ventanilla
686;3;Ventanilla
616;3;Ventanilla
495;3;Ventanilla
532;3;Ventanilla
620;3;Ventanilla
550;3;Ventanilla
501;3;Ventanilla
581;3;Ventanilla
582;3;Ventanilla
703;3;Ventanilla
711;3;Ventanilla
514;3;Ventanilla
431;3;Ventanilla
420;3;Ventanilla
678;3;Ventanilla
614;3;Ventanilla
641;3;Ventanilla
626;3;Ventanilla
706;3;Ventanilla
619;3;Ventanilla
596;3;Ventanilla
587;3;Ventanilla
584;3;Ventanilla
582;3;Ventanilla
762;3;Ventanilla
618;3;Ventanilla
484;3;Ventanilla
565;3;Ventanilla
579;3;Ventanilla
657;3;Ventanilla
713;3;Ventanilla
645;3;Ventanilla
498;3;Ventanilla
541;3;Ventanilla
711;3;Ventanilla
629;3;Ventanilla
538;3;Ventanilla
494;3;Ventanilla
602;3;Ventanilla
619;3;Ventanilla
564;3;Ventanilla
506;3;Ventanilla
570;3;Ventanilla
461;3;Ventanilla
559;3;Ventanilla
475;3;Ventanilla
684;3;Ventanilla
598;3;Ventanilla
592;3;Ventanilla
675;3;Ventanilla
641;3;Ventanilla
570;3;Ventanilla
601;3;Ventanilla
456;3;Ventanilla
658;3;Ventanilla
583;3;Ventanilla
635;3;Ventanilla
504;3;Ventanilla
438;3;Ventanilla
544;3;Ventanilla
666;3;Ventanilla
614;3;Ventanilla
669;3;Ventanilla
685;3;Ventanilla
612;3;Ventanilla
603;3;Ventanilla
641;3;Ventanilla
436;3;Ventanilla
597;3;Ventanilla
568;3;Ventanilla
576;3;Ventanilla
656;3;Ventanilla
491;3;Ventanilla
500;3;Ventanilla
932;3;Ventanilla
423;3;Ventanilla
507;3;Ventanilla
616;3;Ventanilla
643;3;Ventanilla
665;3;Ventanilla
608;3;Ventanilla
639;3;Ventanilla
610;3;Ventanilla
725;3;Ventanilla
648;3;Ventanilla
501;3;Ventanilla
706;3;Ventanilla
664;3;Ventanilla
613;3;Ventanilla
620;3;Ventanilla
619;3;Ventanilla
588;3;Ventanilla
715;3;Ventanilla
628;3;Ventanilla
613;3;Ventanilla
668;3;Ventanilla
646;3;Ventanilla
650;3;Ventanilla
610;3;Ventanilla
621;3;Ventanilla
600;3;Ventanilla
618;3;Ventanilla
609;3;Ventanilla
669;3;Ventanilla
600;3;Ventanilla
533;3;Ventanilla
496;3;Ventanilla
563;3;Ventanilla
662;3;Ventanilla
619;3;Ventanilla
634;3;Ventanilla
631;3;Ventanilla
749;3;Ventanilla
689;3;Ventanilla
663;3;Ventanilla
570;3;Ventanilla
464;3;Ventanilla
572;3;Ventanilla
578;3;Ventanilla
707;3;Ventanilla
570;3;Ventanilla
745;3;Ventanilla
417;3;Ventanilla
620;3;Ventanilla
633;3;Ventanilla
637;3;Ventanilla
678;3;Ventanilla
629;3;Ventanilla
637;3;Ventanilla
678;3;Ventanilla
53;3;Ventanilla
618;3;Ventanilla
474;3;Ventanilla
597;3;Ventanilla
634;3;Ventanilla
568;3;Ventanilla
599;3;Ventanilla
590;3;Ventanilla
438;3;Ventanilla
671;3;Ventanilla
702;3;Ventanilla
622;3;Ventanilla
604;3;Ventanilla
394;3;Ventanilla
605;3;Ventanilla
597;3;Ventanilla
556;3;Ventanilla
576;3;Ventanilla
665;3;Ventanilla
616;3;Ventanilla
738;3;Ventanilla
716;3;Ventanilla
600;3;Ventanilla
503;3;Ventanilla
628;3;Ventanilla
525;3;Ventanilla
533;3;Ventanilla
627;3;Ventanilla
621;3;Ventanilla
628;3;Ventanilla
581;3;Ventanilla
599;3;Ventanilla
617;3;Ventanilla
676;3;Ventanilla
690;3;Ventanilla
586;3;Ventanilla
634;3;Ventanilla
520;3;Ventanilla
595;3;Ventanilla
568;3;Ventanilla
684;3;Ventanilla
619;3;Ventanilla
625;3;Ventanilla
551;3;Ventanilla
403;3;Ventanilla
591;3;Ventanilla
546;3;Ventanilla
552;3;Ventanilla
635;3;Ventanilla
666;3;Ventanilla
696;3;Ventanilla
641;3;Ventanilla
578;3;Ventanilla
664;3;Ventanilla
533;3;Ventanilla
605;3;Ventanilla
624;3;Ventanilla
546;3;Ventanilla
652;3;Ventanilla
550;3;Ventanilla
689;3;Ventanilla
590;3;Ventanilla
703;3;Ventanilla
609;3;Ventanilla
419;3;Ventanilla
683;3;Ventanilla
554;3;Ventanilla
499;3;Ventanilla
539;3;Ventanilla
509;3;Ventanilla
651;3;Ventanilla
583;3;Ventanilla
469;3;Ventanilla
526;3;Ventanilla
748;3;Ventanilla
604;3;Ventanilla
663;3;Ventanilla
496;3;Ventanilla
630;3;Ventanilla
689;3;Ventanilla
634;3;Ventanilla
663;3;Ventanilla
736;3;Ventanilla
547;3;Ventanilla
539;3;Ventanilla
586;3;Ventanilla
634;3;Ventanilla
591;3;Ventanilla
741;3;Ventanilla
388;3;Ventanilla
627;3;Ventanilla
690;3;Ventanilla
634;3;Ventanilla
616;3;Ventanilla
599;3;Ventanilla
610;3;Ventanilla
671;3;Ventanilla
536;3;Ventanilla
482;3;Ventanilla
609;3;Ventanilla
605;3;Ventanilla
640;3;Ventanilla
531;3;Ventanilla
485;3;Ventanilla
560;3;Ventanilla
545;3;Ventanilla
532;3;Ventanilla
633;3;Ventanilla
652;3;Ventanilla
561;3;Ventanilla
646;3;Ventanilla
665;3;Ventanilla
512;3;Ventanilla
513;3;Ventanilla
470;3;Ventanilla
524;3;Ventanilla
517;3;Ventanilla
583;3;Ventanilla
499;3;Ventanilla
438;3;Ventanilla
509;3;Ventanilla
667;3;Ventanilla
544;3;Ventanilla
691;3;Ventanilla
623;3;Ventanilla
480;3;Ventanilla
602;3;Ventanilla
550;3;Ventanilla
518;3;Ventanilla
548;3;Ventanilla
507;3;Ventanilla
660;3;Ventanilla
676;3;Ventanilla
530;3;Ventanilla
616;3;Ventanilla
506;3;Ventanilla
482;3;Ventanilla
453;3;Ventanilla
652;3;Ventanilla
650;3;Ventanilla
558;3;Ventanilla
654;3;Ventanilla
560;3;Ventanilla
694;3;Ventanilla
630;3;Ventanilla
594;3;Ventanilla
653;3;Ventanilla
570;3;Ventanilla
435;3;Ventanilla
762;3;Ventanilla
497;3;Ventanilla
351;3;Ventanilla
622;3;Ventanilla
650;3;Ventanilla
607;3;Ventanilla
686;3;Ventanilla
651;3;Ventanilla
659;3;Ventanilla
578;3;Ventanilla
568;3;Ventanilla
694;3;Ventanilla
675;3;Ventanilla
571;3;Ventanilla
671;3;Ventanilla
654;3;Ventanilla
625;3;Ventanilla
680;3;Ventanilla
597;3;Ventanilla
513;3;Ventanilla
659;3;Ventanilla
692;3;Ventanilla
673;3;Ventanilla
682;3;Ventanilla
656;3;Ventanilla
574;3;Ventanilla
789;3;Ventanilla
675;3;Ventanilla
651;3;Ventanilla
618;3;Ventanilla
549;3;Ventanilla
600;3;Ventanilla
635;3;Ventanilla
591;3;Ventanilla
676;3;Ventanilla
665;3;Ventanilla
646;3;Ventanilla
670;3;Ventanilla
661;3;Ventanilla
731;3;Ventanilla
710;3;Ventanilla
3;3;Ventanilla
599;3;Ventanilla
471;3;Ventanilla
666;3;Ventanilla
500;3;Ventanilla
694;3;Ventanilla
635;3;Ventanilla
735;3;Ventanilla
581;3;Ventanilla
562;3;Ventanilla
945;3;Ventanilla
795;3;Ventanilla
472;3;Ventanilla
460;3;Ventanilla
491;3;Ventanilla
571;3;Ventanilla
602;3;Ventanilla
540;3;Ventanilla
642;3;Ventanilla
564;3;Ventanilla
657;3;Ventanilla
628;3;Ventanilla
683;3;Ventanilla
711;3;Ventanilla
659;3;Ventanilla
529;3;Ventanilla
667;3;Ventanilla
558;3;Ventanilla
563;3;Ventanilla
634;3;Ventanilla
715;3;Ventanilla
698;3;Ventanilla
624;3;Ventanilla
701;3;Ventanilla
719;3;Ventanilla
789;3;Ventanilla
588;3;Ventanilla
662;3;Ventanilla
521;3;Ventanilla
674;3;Ventanilla
572;3;Ventanilla
673;3;Ventanilla
587;3;Ventanilla
557;3;Ventanilla
653;3;Ventanilla
698;3;Ventanilla
593;3;Ventanilla
495;3;Ventanilla
514;3;Ventanilla
604;3;Ventanilla
670;3;Ventanilla
629;3;Ventanilla
599;3;Ventanilla
633;3;Ventanilla
634;3;Ventanilla
542;3;Ventanilla
604;3;Ventanilla
544;3;Ventanilla
597;3;Ventanilla
551;3;Ventanilla
456;3;Ventanilla
566;3;Ventanilla
512;3;Ventanilla
628;3;Ventanilla
615;3;Ventanilla
669;3;Ventanilla
611;3;Ventanilla
801;3;Ventanilla
696;3;Ventanilla
665;3;Ventanilla
457;3;Ventanilla
419;3;Ventanilla
564;3;Ventanilla
497;3;Ventanilla
589;3;Ventanilla
649;3;Ventanilla
495;3;Ventanilla
632;3;Ventanilla
423;3;Ventanilla
499;3;Ventanilla
475;3;Ventanilla
679;3;Ventanilla
629;3;Ventanilla
641;3;Ventanilla
552;3;Ventanilla
584;3;Ventanilla
701;3;Ventanilla
530;3;Ventanilla
664;3;Ventanilla
587;3;Ventanilla
475;3;Ventanilla
431;3;Ventanilla
621;3;Ventanilla
525;3;Ventanilla
577;3;Ventanilla
615;3;Ventanilla
634;3;Ventanilla
664;3;Ventanilla
568;3;Ventanilla
610;3;Ventanilla
717;3;Ventanilla
623;3;Ventanilla
535;3;Ventanilla
508;3;Ventanilla
584;3;Ventanilla
684;3;Ventanilla
589;3;Ventanilla
496;3;Ventanilla
760;3;Ventanilla
373;3;Ventanilla
565;3;Ventanilla
759;3;Ventanilla
562;3;Ventanilla
579;3;Ventanilla
655;3;Ventanilla
520;3;Ventanilla
681;3;Ventanilla
624;3;Ventanilla
620;3;Ventanilla
547;3;Ventanilla
455;3;Ventanilla
523;3;Ventanilla
409;3;Ventanilla
571;3;Ventanilla
696;3;Ventanilla
656;3;Ventanilla
681;3;Ventanilla
647;3;Ventanilla
737;3;Ventanilla
616;3;Ventanilla
613;3;Ventanilla
520;3;Ventanilla
420;3;Ventanilla
524;3;Ventanilla
512;3;Ventanilla
619;3;Ventanilla
576;3;Ventanilla
518;3;Ventanilla
490;3;Ventanilla
486;3;Ventanilla
324;3;Ventanilla
672;3;Ventanilla
659;3;Ventanilla
509;3;Ventanilla
545;3;Ventanilla
591;3;Ventanilla
632;3;Ventanilla
589;3;Ventanilla
633;3;Ventanilla
627;3;Ventanilla
658;3;Ventanilla
552;3;Ventanilla
516;3;Ventanilla
444;3;Ventanilla
451;3;Ventanilla
398;3;Ventanilla
642;3;Ventanilla
582;3;Ventanilla
610;3;Ventanilla
633;3;Ventanilla
590;3;Ventanilla
739;3;Ventanilla
557;3;Ventanilla
577;3;Ventanilla
569;3;Ventanilla
654;3;Ventanilla
609;3;Ventanilla
632;3;Ventanilla
532;3;Ventanilla
508;3;Ventanilla
347;3;Ventanilla
543;3;Ventanilla
510;3;Ventanilla
547;3;Ventanilla
677;3;Ventanilla
684;3;Ventanilla
699;3;Ventanilla
740;3;Ventanilla
744;3;Ventanilla
639;3;Ventanilla
501;3;Ventanilla
595;3;Ventanilla
507;3;Ventanilla
526;3;Ventanilla
651;3;Ventanilla
592;3;Ventanilla
681;3;Ventanilla
632;3;Ventanilla
720;3;Ventanilla
667;3;Ventanilla
4;3;Ventanilla
790;3;Ventanilla
437;3;Ventanilla
494;3;Ventanilla
628;3;Ventanilla
591;3;Ventanilla
663;3;Ventanilla
687;3;Ventanilla
517;3;Ventanilla
478;3;Ventanilla
555;3;Ventanilla
747;3;Ventanilla
480;3;Ventanilla
443;3;Ventanilla
593;3;Ventanilla
560;3;Ventanilla
583;3;Ventanilla
536;3;Ventanilla
602;3;Ventanilla
656;3;Ventanilla
648;3;Ventanilla
647;3;Ventanilla
586;3;Ventanilla
451;3;Ventanilla
488;3;Ventanilla
381;3;Ventanilla
545;3;Ventanilla
438;3;Ventanilla
713;3;Ventanilla
608;3;Ventanilla
713;3;Ventanilla
685;3;Ventanilla
629;3;Ventanilla
11.58333333;3;Ventanilla
31.9;3;Ventanilla
584;3;Ventanilla
615;3;Ventanilla
608;3;Ventanilla
538;3;Ventanilla
613;3;Ventanilla
526;3;Ventanilla
559;3;Ventanilla
430;3;Ventanilla
700;3;Ventanilla
837;3;Ventanilla
445;3;Ventanilla
371;3;Ventanilla
507;3;Ventanilla
533;3;Ventanilla
422;3;Ventanilla
608;3;Ventanilla
498;3;Ventanilla
631;3;Ventanilla
661;3;Ventanilla
695;3;Ventanilla
589;3;Ventanilla
578;3;Ventanilla
629;3;Ventanilla
545;3;Ventanilla
542;3;Ventanilla
579;3;Ventanilla
682;3;Ventanilla
606;3;Ventanilla
800;3;Ventanilla
430;3;Ventanilla
741;3;Ventanilla
600;3;Ventanilla
629;3;Ventanilla
568;3;Ventanilla
640;3;Ventanilla
610;3;Ventanilla
702;3;Ventanilla
659;3;Ventanilla
641;3;Ventanilla
645;3;Ventanilla
464;3;Ventanilla
643;3;Ventanilla
490;3;Ventanilla
569;3;Ventanilla
664;3;Ventanilla
539;3;Ventanilla
515;3;Ventanilla
512;3;Ventanilla
421;3;Ventanilla
1111;3;Ventanilla
463;3;Ventanilla
666;3;Ventanilla
605;3;Ventanilla
677;3;Ventanilla
673;3;Ventanilla
595;3;Ventanilla
683;3;Ventanilla
671;3;Ventanilla
629;3;Ventanilla
727;3;Ventanilla
615;3;Ventanilla
636;3;Ventanilla
743;3;Ventanilla
572;3;Ventanilla
541;3;Ventanilla
382;3;Ventanilla
627;3;Ventanilla
621;3;Ventanilla
673;3;Ventanilla
647;3;Ventanilla
649;3;Ventanilla
620;3;Ventanilla
484;3;Ventanilla
751;3;Ventanilla
508;3;Ventanilla
643;3;Ventanilla
676;3;Ventanilla
571;3;Ventanilla
545;3;Ventanilla
651;3;Ventanilla
661;3;Ventanilla
623;3;Ventanilla
651;3;Ventanilla
418;3;Ventanilla
475;3;Ventanilla
754;3;Ventanilla
646;3;Ventanilla
819;3;Ventanilla
591;3;Ventanilla
600;3;Ventanilla
641;3;Ventanilla
660;3;Ventanilla
692;3;Ventanilla
632;3;Ventanilla
665;3;Ventanilla
644;3;Ventanilla
585;3;Ventanilla
564;3;Ventanilla
693;3;Ventanilla
509;3;Ventanilla
694;3;Ventanilla
500;3;Ventanilla
466;3;Ventanilla
571;3;Ventanilla
640;3;Ventanilla
697;3;Ventanilla
623;3;Ventanilla
619;3;Ventanilla
811;3;Ventanilla
523;3;Ventanilla
35.5;3;Ventanilla
597;3;Ventanilla
608;3;Ventanilla
713;3;Ventanilla
505;3;Ventanilla
487;3;Ventanilla
528;3;Ventanilla
647;3;Ventanilla
576;3;Ventanilla
496;3;Ventanilla
729;3;Ventanilla
611;3;Ventanilla
712;3;Ventanilla
518;3;Ventanilla
595;3;Ventanilla
658;3;Ventanilla
684;3;Ventanilla
595;3;Ventanilla
658;3;Ventanilla
581;3;Ventanilla
604;3;Ventanilla
498;3;Ventanilla
545;3;Ventanilla
620;3;Ventanilla
537;3;Ventanilla
395;3;Ventanilla
616;3;Ventanilla
573;3;Ventanilla
535;3;Ventanilla
651;3;Ventanilla
653;3;Ventanilla
537;3;Ventanilla
2;3;Ventanilla
556;1;Comas
450;1;Comas
434;1;Comas
630;1;Comas
612;1;Comas
631;1;Comas
535;1;Comas
544;1;Comas
549;1;Comas
574;1;Comas
602;1;Comas
681;1;Comas
609;1;Comas
796;1;Comas
407;1;Comas
465;1;Comas
614;1;Comas
571;1;Comas
552;1;Comas
540;1;Comas
627;1;Comas
607;1;Comas
561;1;Comas
625;1;Comas
652;1;Comas
627;1;Comas
697;1;Comas
710;1;Comas
609;1;Comas
608;1;Comas
617;1;Comas
614;1;Comas
657;1;Comas
579;1;Comas
607;1;Comas
547;1;Comas
633;1;Comas
583;1;Comas
539;1;Comas
573;1;Comas
448;1;Comas
397;1;Comas
440;1;Comas
769;1;Comas
736;1;Comas
582;1;Comas
536;1;Comas
557;1;Comas
584;1;Comas
615;1;Comas
668;1;Comas
535;1;Comas
572;1;Comas
550;1;Comas
545;1;Comas
570;1;Comas
583;1;Comas
643;1;Comas
540;1;Comas
551;1;Comas
560;1;Comas
534;1;Comas
497;1;Comas
549;1;Comas
623;1;Comas
564;1;Comas
623;1;Comas
561;1;Comas
600;1;Comas
525;1;Comas
564;1;Comas
536;1;Comas
578;1;Comas
481;1;Comas
604;1;Comas
523;1;Comas
547;1;Comas
572;1;Comas
642;1;Comas
518;1;Comas
548;1;Comas
530;1;Comas
575;1;Comas
496;1;Comas
875;1;Comas
