CF;MES;CDA
536;1;Comas
668;1;Comas
615;1;Comas
647;1;Comas
643;1;Comas
627;1;Comas
677;1;Comas
595;1;Comas
598;1;Comas
667;1;Comas
534;1;Comas
597;1;Comas
553;1;Comas
635;1;Comas
560;1;Comas
640;1;Comas
477;1;Comas
1029;1;Comas
450;1;Comas
495;1;Comas
533;1;Comas
558;1;Comas
542;1;Comas
523;1;Comas
622;1;Comas
586;1;Comas
583;1;Comas
506;1;Comas
585;1;Comas
531;1;Comas
549;1;Comas
518;1;Comas
558;1;Comas
549;1;Comas
540;1;Comas
602;1;Comas
1;1;Comas
87;1;Comas
2;1;Comas
1;1;Comas
2;1;Comas
630;1;Comas
459;1;Comas
507;1;Comas
483;1;Comas
584;1;Comas
669;1;Comas
631;1;Comas
620;1;Comas
595;1;Comas
594;1;Comas
616;1;Comas
661;1;Comas
623;1;Comas
474;1;Comas
573;1;Comas
470;1;Comas
582;1;Comas
651;1;Comas
621;1;Comas
580;1;Comas
628;1;Comas
695;1;Comas
608;1;Comas
675;1;Comas
373;1;Comas
461;1;Comas
578;1;Comas
661;1;Comas
706;1;Comas
586;1;Comas
691;1;Comas
658;1;Comas
676;1;Comas
612;1;Comas
584;1;Comas
655;1;Comas
602;1;Comas
625;1;Comas
597;1;Comas
597;1;Comas
588;1;Comas
634;1;Comas
617;1;Comas
427;1;Comas
739;1;Comas
483;1;Comas
752;1;Comas
689;1;Comas
614;1;Comas
762;1;Comas
617;1;Comas
644;1;Comas
564;1;Comas
588;1;Comas
661;1;Comas
636;1;Comas
589;1;Comas
593;1;Comas
587;1;Comas
615;1;Comas
600;1;Comas
542;1;Comas
606;1;Comas
508;1;Comas
540;1;Comas
609;1;Comas
560;1;Comas
822;1;Comas
586;1;Comas
469;1;Comas
582;1;Comas
613;1;Comas
605;1;Comas
609;1;Comas
602;1;Comas
601;1;Comas
515;1;Comas
576;1;Comas
575;1;Comas
502;1;Comas
603;1;Comas
685;1;Comas
585;1;Comas
524;1;Comas
576;1;Comas
489;1;Comas
538;1;Comas
607;1;Comas
515;1;Comas
548;1;Comas
575;1;Comas
500;1;Comas
394;1;Comas
937;1;Comas
582;1;Comas
626;1;Comas
615;1;Comas
705;1;Comas
559;1;Comas
635;1;Comas
554;1;Comas
605;1;Comas
634;1;Comas
531;1;Comas
586;1;Comas
625;1;Comas
640;1;Comas
644;1;Comas
618;1;Comas
496;1;Comas
929;1;Comas
925;1;Comas
500;1;Comas
390;1;Comas
589;1;Comas
626;1;Comas
556;1;Comas
530;1;Comas
626;1;Comas
573;1;Comas
707;1;Comas
590;1;Comas
576;1;Comas
571;1;Comas
497;1;Comas
692;1;Comas
572;1;Comas
547;1;Comas
600;1;Comas
555;1;Comas
544;1;Comas
555;1;Comas
549;1;Comas
592;1;Comas
561;1;Comas
603;1;Comas
536;1;Comas
589;1;Comas
644;1;Comas
557;1;Comas
548;1;Comas
600;1;Comas
589;1;Comas
559;1;Comas
613;1;Comas
604;1;Comas
718;1;Comas
680;1;Comas
477;1;Comas
601;1;Comas
600;1;Comas
611;1;Comas
580;1;Comas
626;1;Comas
625;1;Comas
635;1;Comas
679;1;Comas
564;1;Comas
900;1;Comas
700;1;Comas
464;1;Comas
591;1;Comas
695;1;Comas
715;1;Comas
648;1;Comas
704;1;Comas
732;1;Comas
627;1;Comas
644;1;Comas
603;1;Comas
643;1;Comas
644;1;Comas
628;1;Comas
679;1;Comas
609;1;Comas
731;1;Comas
695;1;Comas
389;1;Comas
399;1;Comas
423;1;Comas
760;1;Comas
594;1;Comas
622;1;Comas
603;1;Comas
593;1;Comas
685;1;Comas
601;1;Comas
603;1;Comas
577;1;Comas
557;1;Comas
584;1;Comas
695;1;Comas
524;1;Comas
567;1;Comas
522;1;Comas
634;1;Comas
585;1;Comas
531;1;Comas
463;1;Comas
449;1;Comas
460;1;Comas
566;1;Comas
612;1;Comas
556;1;Comas
560;1;Comas
617;1;Comas
549;1;Comas
584;1;Comas
599;1;Comas
530;1;Comas
931;1;Comas
650;1;Comas
507;1;Comas
607;1;Comas
512;1;Comas
624;1;Comas
564;1;Comas
557;1;Comas
688;1;Comas
593;1;Comas
543;1;Comas
536;1;Comas
478;1;Comas
905;1;Comas
840;1;Comas
616;1;Comas
664;1;Comas
686;1;Comas
672;1;Comas
581;1;Comas
692;1;Comas
666;1;Comas
663;1;Comas
460;1;Comas
766;1;Comas
632;1;Comas
525;1;Comas
550;1;Comas
623;1;Comas
671;1;Comas
570;1;Comas
490;1;Comas
761;1;Comas
425;1;Comas
508;1;Comas
814;1;Comas
430;1;Comas
483;1;Comas
660;1;Comas
563;1;Comas
618;1;Comas
648;1;Comas
593;1;Comas
587;1;Comas
650;1;Comas
651;1;Comas
588;1;Comas
557;1;Comas
595;1;Comas
644;1;Comas
619;1;Comas
576;1;Comas
543;1;Comas
540;1;Comas
603;1;Comas
560;1;Comas
620;1;Comas
526;1;Comas
560;1;Comas
658;1;Comas
610;1;Comas
630;1;Comas
445;1;Comas
550;1;Comas
465;1;Comas
639;1;Comas
658;1;Comas
568;1;Comas
614;1;Comas
559;1;Comas
589;1;Comas
630;1;Comas
725;1;Comas
636;1;Comas
453;1;Comas
755;1;Comas
640;1;Comas
635;1;Comas
672;1;Comas
595;1;Comas
578;1;Comas
684;1;Comas
620;1;Comas
618;1;Comas
692;1;Comas
571;1;Comas
712;1;Comas
535;1;Comas
628;1;Comas
725;1;Comas
689;1;Comas
667;1;Comas
662;1;Comas
659;1;Comas
669;1;Comas
630;1;Comas
396;1;Comas
626;1;Comas
655;1;Comas
615;1;Comas
663;1;Comas
533;1;Comas
554;1;Comas
743;1;Comas
551;1;Comas
454;1;Comas
543;1;Comas
553;1;Comas
822;1;Comas
566;1;Comas
636;1;Comas
626;1;Comas
657;1;Comas
665;1;Comas
573;1;Comas
643;1;Comas
723;1;Comas
543;1;Comas
591;1;Comas
562;1;Comas
582;1;Comas
620;1;Comas
613;1;Comas
537;1;Comas
564;1;Comas
593;1;Comas
617;1;Comas
588;1;Comas
518;1;Comas
463;1;Comas
880;1;Comas
480;1;Comas
603;1;Comas
650;1;Comas
530;1;Comas
669;1;Comas
644;1;Comas
535;1;Comas
551;1;Comas
574;1;Comas
545;1;Comas
421;1;Comas
437;1;Comas
445;1;Comas
499;1;Comas
567;1;Comas
521;1;Comas
676;1;Comas
544;1;Comas
529;1;Comas
531;1;Comas
514;1;Comas
580;1;Comas
615;1;Comas
705;1;Comas
650;1;Comas
647;1;Comas
592;1;Comas
703;1;Comas
580;1;Comas
645;1;Comas
576;1;Comas
556;1;Comas
548;1;Comas
640;1;Comas
965;1;Comas
636;1;Comas
725;1;Comas
480;1;Comas
471;1;Comas
590;1;Comas
569;1;Comas
523;1;Comas
561;1;Comas
559;1;Comas
603;1;Comas
565;1;Comas
603;1;Comas
542;1;Comas
616;1;Comas
712;1;Comas
649;1;Comas
549;1;Comas
541;1;Comas
613;1;Comas
524;1;Comas
617;1;Comas
2;1;Comas
1;1;Comas
1;1;Comas
2;1;Comas
1;1;Comas
1;1;Comas
1;1;Comas
1;1;Comas
623;1;Comas
770;1;Comas
537;1;Comas
602;1;Comas
639;1;Comas
700;1;Comas
591;1;Comas
638;1;Comas
601;1;Comas
644;1;Comas
648;1;Comas
651;1;Comas
638;1;Comas
612;1;Comas
445;1;Comas
621;1;Comas
610;1;Comas
635;1;Comas
562;1;Comas
693;1;Comas
579;1;Comas
645;1;Comas
671;1;Comas
669;1;Comas
445;1;Comas
529;1;Comas
647;1;Comas
749;1;Comas
748;1;Comas
713;1;Comas
717;1;Comas
747;1;Comas
651;1;Comas
732;1;Comas
680;1;Comas
639;1;Comas
646;1;Comas
747;1;Comas
570;1;Comas
620;1;Comas
602;1;Comas
625;1;Comas
610;1;Comas
557;1;Comas
479;1;Comas
484;1;Comas
835;1;Comas
625;1;Comas
649;1;Comas
621;1;Comas
697;1;Comas
643;1;Comas
672;1;Comas
641;1;Comas
605;1;Comas
642;1;Comas
593;1;Comas
589;1;Comas
591;1;Comas
648;1;Comas
613;1;Comas
600;1;Comas
503;1;Comas
574;1;Comas
587;1;Comas
670;1;Comas
755;1;Comas
580;1;Comas
533;1;Comas
679;1;Comas
607;1;Comas
611;1;Comas
639;1;Comas
664;1;Comas
600;1;Comas
550;1;Comas
609;1;Comas
618;1;Comas
755;1;Comas
466;1;Comas
716;1;Comas
617;1;Comas
610;1;Comas
537;1;Comas
595;1;Comas
561;1;Comas
520;1;Comas
712;1;Comas
594;1;Comas
580;1;Comas
591;1;Comas
583;1;Comas
613;1;Comas
639;1;Comas
646;1;Comas
720;1;Comas
682;1;Comas
711;1;Comas
602;1;Comas
555;1;Comas
656;1;Comas
729;1;Comas
528;1;Comas
561;1;Comas
691;1;Comas
652;1;Comas
787;1;Comas
636;1;Comas
650;1;Comas
433;1;Comas
473;1;Comas
576;1;Comas
641;1;Comas
657;1;Comas
572;1;Comas
550;1;Comas
686;1;Comas
607;1;Comas
629;1;Comas
585;1;Comas
565;1;Comas
539;1;Comas
651;1;Comas
641;1;Comas
562;1;Comas
587;1;Comas
564;1;Comas
553;1;Comas
589;1;Comas
524;1;Comas
732;1;Comas
579;1;Comas
519;1;Comas
542;1;Comas
366;1;Comas
419;1;Comas
583;1;Comas
593;1;Comas
593;1;Comas
652;1;Comas
587;1;Comas
567;1;Comas
625;1;Comas
641;1;Comas
602;1;Comas
587;1;Comas
679;1;Comas
541;1;Comas
621;1;Comas
580;1;Comas
650;1;Comas
653;1;Comas
605;1;Comas
645;1;Comas
724;1;Comas
429;1;Comas
495;1;Comas
532;1;Comas
678;1;Comas
665;1;Comas
655;1;Comas
639;1;Comas
691;1;Comas
752;1;Comas
602;1;Comas
656;1;Comas
629;1;Comas
608;1;Comas
595;1;Comas
690;1;Comas
721;1;Comas
649;1;Comas
554;1;Comas
632;1;Comas
521;1;Comas
706;1;Comas
603;1;Comas
584;1;Comas
594;1;Comas
575;1;Comas
666;1;Comas
622;1;Comas
566;1;Comas
506;1;Comas
593;1;Comas
537;1;Comas
621;1;Comas
519;1;Comas
537;1;Comas
583;1;Comas
587;1;Comas
628;1;Comas
4;1;Comas
1;1;Comas
1;1;Comas
1;1;Comas
168;1;Comas
151;1;Comas
119;1;Comas
514;1;Comas
569;1;Comas
617;1;Comas
557;1;Comas
575;1;Comas
553;1;Comas
546;1;Comas
542;1;Comas
581;1;Comas
705;1;Comas
502;1;Comas
793;1;Comas
527;1;Comas
549;1;Comas
529;1;Comas
593;1;Comas
540;1;Comas
564;1;Comas
584;1;Comas
627;1;Comas
550;1;Comas
380;1;Comas
457;1;Comas
528;1;Comas
531;1;Comas
567;1;Comas
671;1;Comas
618;1;Comas
749;1;Comas
560;1;Comas
606;1;Comas
655;1;Comas
713;1;Comas
543;1;Comas
480;1;Comas
567;1;Comas
610;1;Comas
769;1;Comas
583;1;Comas
554;1;Comas
575;1;Comas
582;1;Comas
472;1;Comas
539;1;Comas
601;1;Comas
553;1;Comas
546;1;Comas
592;1;Comas
644;1;Comas
589;1;Comas
641;1;Comas
524;1;Comas
502;1;Comas
549;1;Comas
610;1;Comas
543;1;Comas
496;1;Comas
523;1;Comas
578;1;Comas
560;1;Comas
579;1;Comas
534;1;Comas
649;1;Comas
1;1;Comas
1;1;Comas
564;1;Comas
509;1;Comas
541;1;Comas
380;1;Comas
649;1;Comas
640;1;Comas
619;1;Comas
641;1;Comas
566;1;Comas
591;1;Comas
625;1;Comas
697;1;Comas
651;1;Comas
640;1;Comas
571;1;Comas
628;1;Comas
676;1;Comas
590;1;Comas
567;1;Comas
691;1;Comas
626;1;Comas
639;1;Comas
643;1;Comas
672;1;Comas
657;1;Comas
616;1;Comas
721;1;Comas
725;1;Comas
581;1;Comas
633;1;Comas
684;1;Comas
660;1;Comas
683;1;Comas
616;1;Comas
650;1;Comas
728;1;Comas
718;1;Comas
607;1;Comas
587;1;Comas
566;1;Comas
624;1;Comas
630;1;Comas
480;1;Comas
772;1;Comas
690;1;Comas
795;1;Comas
554;1;Comas
528;1;Comas
628;1;Comas
632;1;Comas
629;1;Comas
670;1;Comas
575;1;Comas
641;1;Comas
605;1;Comas
654;1;Comas
747;1;Comas
592;1;Comas
580;1;Comas
611;1;Comas
618;1;Comas
550;1;Comas
581;1;Comas
614;1;Comas
598;1;Comas
1;1;Comas
529;1;Comas
488;1;Comas
560;1;Comas
814;1;Comas
571;1;Comas
632;1;Comas
591;1;Comas
619;1;Comas
607;1;Comas
566;1;Comas
497;1;Comas
539;1;Comas
549;1;Comas
566;1;Comas
706;1;Comas
552;1;Comas
541;1;Comas
521;1;Comas
557;1;Comas
601;1;Comas
612;1;Comas
687;1;Comas
563;1;Comas
525;1;Comas
583;1;Comas
659;1;Comas
675;1;Comas
646;1;Comas
631;1;Comas
584;1;Comas
705;1;Comas
569;1;Comas
890;1;Comas
434;1;Comas
675;1;Comas
642;1;Comas
489;1;Comas
561;1;Comas
600;1;Comas
544;1;Comas
748;1;Comas
637;1;Comas
448;1;Comas
369;1;Comas
523;1;Comas
514;1;Comas
960;1;Comas
566;1;Comas
574;1;Comas
563;1;Comas
575;1;Comas
579;1;Comas
534;1;Comas
603;1;Comas
536;1;Comas
567;1;Comas
529;1;Comas
599;1;Comas
528;1;Comas
570;1;Comas
515;1;Comas
608;1;Comas
3;1;Comas
657;1;Comas
636;1;Comas
339;1;Comas
398;1;Comas
599;1;Comas
658;1;Comas
638;1;Comas
680;1;Comas
613;1;Comas
592;1;Comas
648;1;Comas
614;1;Comas
670;1;Comas
493;1;Comas
539;1;Comas
377;1;Comas
637;1;Comas
643;1;Comas
627;1;Comas
572;1;Comas
638;1;Comas
660;1;Comas
574;1;Comas
582;1;Comas
726;1;Comas
679;1;Comas
440;1;Comas
364;1;Comas
347;1;Comas
479;1;Comas
653;1;Comas
711;1;Comas
628;1;Comas
690;1;Comas
637;1;Comas
667;1;Comas
640;1;Comas
591;1;Comas
602;1;Comas
657;1;Comas
678;1;Comas
638;1;Comas
616;1;Comas
485;1;Comas
772;1;Comas
468;1;Comas
422;1;Comas
466;1;Comas
405;1;Comas
492;1;Comas
434;1;Comas
777;1;Comas
598;1;Comas
683;1;Comas
599;1;Comas
616;1;Comas
607;1;Comas
605;1;Comas
540;1;Comas
581;1;Comas
613;1;Comas
587;1;Comas
531;1;Comas
605;1;Comas
527;1;Comas
564;1;Comas
528;1;Comas
659;1;Comas
1;1;Comas
1;1;Comas
606;1;Comas
587;1;Comas
621;1;Comas
572;1;Comas
596;1;Comas
647;1;Comas
663;1;Comas
542;1;Comas
620;1;Comas
607;1;Comas
680;1;Comas
581;1;Comas
484;1;Comas
634;1;Comas
544;1;Comas
529;1;Comas
713;1;Comas
539;1;Comas
536;1;Comas
745;1;Comas
601;1;Comas
667;1;Comas
561;1;Comas
460;1;Comas
447;1;Comas
493;1;Comas
612;1;Comas
599;1;Comas
608;1;Comas
598;1;Comas
663;1;Comas
648;1;Comas
759;1;Comas
593;1;Comas
451;1;Comas
806;1;Comas
690;1;Comas
661;1;Comas
658;1;Comas
553;1;Comas
662;1;Comas
622;1;Comas
784;1;Comas
623;1;Comas
702;1;Comas
622;1;Comas
598;1;Comas
568;1;Comas
538;1;Comas
617;1;Comas
590;1;Comas
608;1;Comas
589;1;Comas
593;1;Comas
533;1;Comas
546;1;Comas
541;1;Comas
581;1;Comas
536;1;Comas
605;1;Comas
539;1;Comas
581;1;Comas
607;1;Comas
594;1;Comas
560;1;Comas
557;1;Comas
674;1;Comas
592;1;Comas
563;1;Comas
602;1;Comas
610;1;Comas
590;1;Comas
588;1;Comas
580;1;Comas
493;1;Comas
606;1;Comas
633;1;Comas
657;1;Comas
704;1;Comas
579;1;Comas
435;1;Comas
405;1;Comas
410;1;Comas
573;1;Comas
556;1;Comas
652;1;Comas
697;1;Comas
584;1;Comas
655;1;Comas
703;1;Comas
548;1;Comas
480;1;Comas
365;1;Comas
660;1;Comas
627;1;Comas
630;1;Comas
656;1;Comas
602;1;Comas
538;1;Comas
590;1;Comas
685;1;Comas
720;1;Comas
351;1;Comas
497;1;Comas
749;1;Comas
633;1;Comas
616;1;Comas
549;1;Comas
551;1;Comas
579;1;Comas
594;1;Comas
530;1;Comas
578;1;Comas
570;1;Comas
590;1;Comas
596;1;Comas
2;1;Comas
636;1;Comas
601;1;Comas
691;1;Comas
604;1;Comas
747;1;Comas
708;1;Comas
561;1;Comas
719;1;Comas
605;1;Comas
478;1;Comas
522;1;Comas
547;1;Comas
600;1;Comas
622;1;Comas
542;1;Comas
742;1;Comas
536;1;Comas
647;1;Comas
710;1;Comas
564;1;Comas
679;1;Comas
513;1;Comas
679;1;Comas
679;1;Comas
822;1;Comas
854;1;Comas
742;1;Comas
794;1;Comas
674;1;Comas
440;1;Comas
890;1;Comas
879;1;Comas
817;1;Comas
573;1;Comas
663;1;Comas
721;1;Comas
795;1;Comas
759;1;Comas
719;1;Comas
798;1;Comas
544;1;Comas
469;1;Comas
779;1;Comas
457;1;Comas
472;1;Comas
885;1;Comas
813;1;Comas
744;1;Comas
535;1;Comas
604;1;Comas
652;1;Comas
636;1;Comas
638;1;Comas
633;1;Comas
623;1;Comas
652;1;Comas
633;1;Comas
694;1;Comas
730;1;Comas
1;1;Comas
7.833333333;1;Comas
585;1;Comas
500;1;Comas
507;1;Comas
564;1;Comas
789;1;Comas
696;1;Comas
644;1;Comas
650;1;Comas
594;1;Comas
690;1;Comas
713;1;Comas
900;1;Comas
620;1;Comas
721;1;Comas
565;1;Comas
495;1;Comas
712;1;Comas
647;1;Comas
754;1;Comas
699;1;Comas
770;1;Comas
752;1;Comas
728;1;Comas
735;1;Comas
766;1;Comas
633;1;Comas
498;1;Comas
698;1;Comas
809;1;Comas
791;1;Comas
870;1;Comas
736;1;Comas
762;1;Comas
815;1;Comas
830;1;Comas
455;1;Comas
1017;1;Comas
778;1;Comas
760;1;Comas
785;1;Comas
902;1;Comas
671;1;Comas
573;1;Comas
754;1;Comas
553;1;Comas
916;1;Comas
706;1;Comas
690;1;Comas
759;1;Comas
852;1;Comas
675;1;Comas
572;1;Comas
666;1;Comas
574;1;Comas
668;1;Comas
700;1;Comas
633;1;Comas
707;1;Comas
545;1;Comas
671;1;Comas
1;1;Comas
1;1;Comas
1;1;Comas
583;1;Comas
627;1;Comas
645;1;Comas
559;1;Comas
666;1;Comas
616;1;Comas
600;1;Comas
461;1;Comas
524;1;Comas
555;1;Comas
530;1;Comas
477;1;Comas
587;1;Comas
588;1;Comas
762;1;Comas
490;1;Comas
592;1;Comas
531;1;Comas
608;1;Comas
653;1;Comas
802;1;Comas
670;1;Comas
774;1;Comas
628;1;Comas
701;1;Comas
639;1;Comas
717;1;Comas
719;1;Comas
557;1;Comas
580;1;Comas
606;1;Comas
904;1;Comas
647;1;Comas
542;1;Comas
770;1;Comas
435;1;Comas
706;1;Comas
530;1;Comas
560;1;Comas
513;1;Comas
560;1;Comas
587;1;Comas
649;1;Comas
612;1;Comas
705;1;Comas
565;1;Comas
550;1;Comas
616;1;Comas
576;1;Comas
542;1;Comas
533;1;Comas
578;1;Comas
571;1;Comas
516;1;Comas
632;1;Comas
605;1;Comas
1;1;Comas
598;1;Comas
512;1;Comas
510;1;Comas
403;1;Comas
585;1;Comas
618;1;Comas
616;1;Comas
682;1;Comas
585;1;Comas
648;1;Comas
678;1;Comas
722;1;Comas
399;1;Comas
508;1;Comas
489;1;Comas
602;1;Comas
604;1;Comas
538;1;Comas
692;1;Comas
585;1;Comas
683;1;Comas
713;1;Comas
782;1;Comas
418;1;Comas
654;1;Comas
674;1;Comas
772;1;Comas
640;1;Comas
708;1;Comas
676;1;Comas
719;1;Comas
736;1;Comas
456;1;Comas
510;1;Comas
706;1;Comas
657;1;Comas
648;1;Comas
799;1;Comas
664;1;Comas
635;1;Comas
628;1;Comas
773;1;Comas
613;1;Comas
423;1;Comas
562;1;Comas
750;1;Comas
637;1;Comas
622;1;Comas
643;1;Comas
612;1;Comas
625;1;Comas
625;1;Comas
736;1;Comas
643;1;Comas
593;1;Comas
687;1;Comas
565;1;Comas
598;1;Comas
621;1;Comas
647;1;Comas
588;1;Comas
599;1;Comas
599;1;Comas
576;1;Comas
607;1;Comas
715;1;Comas
550;1;Comas
1;1;Comas
563;1;Comas
1070;1;Comas
552;1;Comas
572;1;Comas
638;1;Comas
626;1;Comas
628;1;Comas
660;1;Comas
679;1;Comas
540;1;Comas
618;1;Comas
597;1;Comas
552;1;Comas
428;1;Comas
597;1;Comas
530;1;Comas
621;1;Comas
554;1;Comas
482;1;Comas
735;1;Comas
530;1;Comas
651;1;Comas
376;1;Comas
482;1;Comas
404;1;Comas
561;1;Comas
642;1;Comas
690;1;Comas
707;1;Comas
688;1;Comas
651;1;Comas
586;1;Comas
646;1;Comas
682;1;Comas
720;1;Comas
578;1;Comas
628;1;Comas
674;1;Comas
631;1;Comas
716;1;Comas
598;1;Comas
533;1;Comas
449;1;Comas
477;1;Comas
629;1;Comas
700;1;Comas
601;1;Comas
584;1;Comas
736;1;Comas
583;1;Comas
598;1;Comas
588;1;Comas
491;1;Comas
577;1;Comas
572;1;Comas
614;1;Comas
619;1;Comas
591;1;Comas
606;1;Comas
517;1;Comas
576;1;Comas
604;1;Comas
604;1;Comas
783;1;Comas
564;1;Comas
565;1;Comas
480;1;Comas
532;1;Comas
503;1;Comas
547;1;Comas
578;1;Comas
585;1;Comas
645;1;Comas
601;1;Comas
559;1;Comas
678;1;Comas
628;1;Comas
426;1;Comas
477;1;Comas
567;1;Comas
581;1;Comas
624;1;Comas
592;1;Comas
555;1;Comas
546;1;Comas
676;1;Comas
615;1;Comas
654;1;Comas
635;1;Comas
593;1;Comas
317;1;Comas
1004;1;Comas
440;1;Comas
583;1;Comas
598;1;Comas
628;1;Comas
677;1;Comas
680;1;Comas
696;1;Comas
620;1;Comas
647;1;Comas
601;1;Comas
605;1;Comas
749;1;Comas
573;1;Comas
551;1;Comas
645;1;Comas
631;1;Comas
586;1;Comas
703;1;Comas
594;1;Comas
616;1;Comas
623;1;Comas
619;1;Comas
569;1;Comas
688;1;Comas
611;1;Comas
577;1;Comas
548;1;Comas
535;1;Comas
487;1;Comas
586;1;Comas
592;1;Comas
593;1;Comas
1;1;Comas
547;1;Comas
536;1;Comas
560;1;Comas
593;1;Comas
602;1;Comas
537;1;Comas
669;1;Comas
573;1;Comas
531;1;Comas
581;1;Comas
557;1;Comas
445;1;Comas
448;1;Comas
544;1;Comas
570;1;Comas
532;1;Comas
649;1;Comas
496;1;Comas
563;1;Comas
798;1;Comas
553;1;Comas
577;1;Comas
523;1;Comas
507;1;Comas
492;1;Comas
412;1;Comas
552;1;Comas
629;1;Comas
652;1;Comas
738;1;Comas
616;1;Comas
620;1;Comas
685;1;Comas
1038;1;Comas
465;1;Comas
655;1;Comas
692;1;Comas
677;1;Comas
570;1;Comas
611;1;Comas
643;1;Comas
606;1;Comas
698;1;Comas
620;1;Comas
642;1;Comas
498;1;Comas
716;1;Comas
875;1;Comas
666;1;Comas
556;1;Comas
540;1;Comas
675;1;Comas
591;1;Comas
630;1;Comas
479;1;Comas
532;1;Comas
547;1;Comas
582;1;Comas
540;1;Comas
567;1;Comas
542;1;Comas
577;1;Comas
567;1;Comas
572;1;Comas
602;1;Comas
1;1;Comas
101;1;Comas
580;1;Comas
712;1;Comas
538;1;Comas
436;1;Comas
625;1;Comas
632;1;Comas
657;1;Comas
570;1;Comas
582;1;Comas
599;1;Comas
682;1;Comas
663;1;Comas
540;1;Comas
345;1;Comas
665;1;Comas
619;1;Comas
640;1;Comas
607;1;Comas
547;1;Comas
660;1;Comas
633;1;Comas
622;1;Comas
617;1;Comas
562;1;Comas
663;1;Comas
474;1;Comas
359;1;Comas
610;1;Comas
669;1;Comas
760;1;Comas
671;1;Comas
663;1;Comas
693;1;Comas
679;1;Comas
661;1;Comas
590;1;Comas
601;1;Comas
593;1;Comas
645;1;Comas
563;1;Comas
604;1;Comas
625;1;Comas
674;1;Comas
816;1;Comas
453;1;Comas
831;1;Comas
843;1;Comas
461;1;Comas
611;1;Comas
626;1;Comas
553;1;Comas
609;1;Comas
744;1;Comas
653;1;Comas
715;1;Comas
552;1;Comas
529;1;Comas
611;1;Comas
587;1;Comas
607;1;Comas
562;1;Comas
670;1;Comas
567;1;Comas
631;1;Comas
1;1;Comas
1;1;Comas
1;1;Comas
2;1;Comas
1;1;Comas
1;1;Comas
483;2;Comas
569;2;Comas
625;2;Comas
638;2;Comas
640;2;Comas
531;2;Comas
498;2;Comas
514;2;Comas
500;2;Comas
686;2;Comas
640;2;Comas
456;2;Comas
514;2;Comas
550;2;Comas
534;2;Comas
496;2;Comas
664;2;Comas
519;2;Comas
507;2;Comas
518;2;Comas
397;2;Comas
395;2;Comas
551;2;Comas
578;2;Comas
698;2;Comas
616;2;Comas
676;2;Comas
545;2;Comas
686;2;Comas
566;2;Comas
666;2;Comas
607;2;Comas
455;2;Comas
573;2;Comas
591;2;Comas
684;2;Comas
807;2;Comas
597;2;Comas
407;2;Comas
660;2;Comas
599;2;Comas
574;2;Comas
495;2;Comas
620;2;Comas
636;2;Comas
583;2;Comas
562;2;Comas
556;2;Comas
611;2;Comas
547;2;Comas
556;2;Comas
527;2;Comas
519;2;Comas
541;2;Comas
516;2;Comas
523;2;Comas
597;2;Comas
399;2;Comas
519;2;Comas
536;2;Comas
618;2;Comas
653;2;Comas
679;2;Comas
669;2;Comas
603;2;Comas
638;2;Comas
633;2;Comas
738;2;Comas
650;2;Comas
620;2;Comas
560;2;Comas
483;2;Comas
624;2;Comas
651;2;Comas
631;2;Comas
685;2;Comas
689;2;Comas
625;2;Comas
702;2;Comas
656;2;Comas
684;2;Comas
505;2;Comas
390;2;Comas
655;2;Comas
740;2;Comas
738;2;Comas
597;2;Comas
723;2;Comas
702;2;Comas
608;2;Comas
637;2;Comas
643;2;Comas
687;2;Comas
792;2;Comas
535;2;Comas
608;2;Comas
654;2;Comas
672;2;Comas
774;2;Comas
410;2;Comas
450;2;Comas
469;2;Comas
865;2;Comas
699;2;Comas
618;2;Comas
673;2;Comas
605;2;Comas
690;2;Comas
685;2;Comas
637;2;Comas
645;2;Comas
577;2;Comas
557;2;Comas
538;2;Comas
644;2;Comas
661;2;Comas
611;2;Comas
564;2;Comas
616;2;Comas
611;2;Comas
624;2;Comas
680;2;Comas
806;2;Comas
579;2;Comas
578;2;Comas
761;2;Comas
559;2;Comas
722;2;Comas
573;2;Comas
690;2;Comas
624;2;Comas
623;2;Comas
548;2;Comas
617;2;Comas
614;2;Comas
417;2;Comas
449;2;Comas
439;2;Comas
555;2;Comas
528;2;Comas
591;2;Comas
560;2;Comas
598;2;Comas
691;2;Comas
559;2;Comas
611;2;Comas
537;2;Comas
568;2;Comas
603;2;Comas
620;2;Comas
636;2;Comas
661;2;Comas
640;2;Comas
706;2;Comas
711;2;Comas
564;2;Comas
703;2;Comas
766;2;Comas
575;2;Comas
619;2;Comas
673;2;Comas
866;2;Comas
588;2;Comas
544;2;Comas
490;2;Comas
520;2;Comas
649;2;Comas
710;2;Comas
595;2;Comas
627;2;Comas
626;2;Comas
691;2;Comas
690;2;Comas
559;2;Comas
672;2;Comas
547;2;Comas
668;2;Comas
626;2;Comas
491;2;Comas
543;2;Comas
614;2;Comas
624;2;Comas
551;2;Comas
707;2;Comas
618;2;Comas
2;2;Comas
575;2;Comas
611;2;Comas
457;2;Comas
607;2;Comas
622;2;Comas
662;2;Comas
588;2;Comas
636;2;Comas
564;2;Comas
595;2;Comas
655;2;Comas
593;2;Comas
477;2;Comas
415;2;Comas
628;2;Comas
628;2;Comas
592;2;Comas
497;2;Comas
644;2;Comas
710;2;Comas
645;2;Comas
610;2;Comas
550;2;Comas
577;2;Comas
